property_name,link,society,price,bedRoom,bathroom,balcony,additionalRoom,facing,description,furnishDetails,rating,property_id,area_type,area_sqft,area_sqm,floor,total_floors,floor_category,is_high_rise,construction_status,age_0_to_1,age_1_to_5,age_5_to_10,age_10_plus,expected_possession_date,sector_number,loc_gurgaon,loc_gurugram,loc_delhi,loc_dwarka,loc_manesar,has_hospital,has_bank,has_gurgaon,has_school,has_sector,has_station,has_clinic,has_international,has_park,has_airport,has_road,has_mall,has_atm,has_gandhi,has_indira,has_centre,has_metro,has_university,has_gurugram,has_dwarka,has_dr,has_expressway,has_golf,has_hdfc,has_railway,has_sohna,has_dental,has_public,has_course,has_delhi,has_institute,has_rd,has_manesar,has_india,has_trampoline,has_skyjumper,has_icici,has_petrol,has_inn,has_pump,has_care,has_hotel,has_huda,has_technology,has_dpg,has_mandir,has_business,has_imt,has_intl,has_state,has_maternity,has_water,has_security,has_lift,has_maintenance,has_facility,has_parking,has_fire_safety,has_storage,has_gym_fitness,has_club_house,has_feng_shui,has_swimming_pool,has_shopping,has_rain_harvesting,has_waste_disposal,has_internet,has_natural_light,has_water_treatment,has_drainage,has_large_rooms,has_piped_gas,has_high_ceiling,has_separate_servant_entry
3 BHK Flat in Sector 113 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-2217-sq-ft-spid-N68807188,La Vida by Tata Housing,285.0,3.0,3.0,3.0,Servant Room,East,"La vida by tata housing is one of the most popular destination for buying apartments/ flats in sector 113 gurgaon . You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2217 sq.Ft. This flat is situated on the 10th floor of this 25 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. Proximity to landmarks like close to market, close to railway station and close to school makes this an ideal property for families. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, lift(s), park, visitor parking and maintenance staff. The society provides continuous water supply from municipal corporation and borewell/tank.",,,N68807188,Super Built up area ,2217.0,205.97,10.0,25.0,mid,1,ready,1,0,0,0,,113.0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5 BHK Flat in Sector 1 Gurgaon,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-sector-1-gurgaon-4500-sq-ft-spid-Z68804716,The New People Apartments,,5.0,1.0,,,,Best in class property available at sector 1 location in gurgaon,,,Z68804716,Built Up area,4500.0,418.06,,1.0,unknown,0,future_possession,0,0,0,0,,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 36 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-36-gurgaon-531-sq-ft-spid-E68804110,The Serenas,42.0,2.0,2.0,1.0,,,Best in class property available at sector 36 sohna location in gurgaon,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,E68804110,Carpet area,531.0,49.33,3.0,3.0,high,0,future_possession,0,0,0,0,,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 65 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-3355-sq-ft-spid-L68803564,M3M Golfestate4.4 ★,615.0,3.0,4.0,2.0,,North-East,One of the best units in m3m golf estate with l shaped wraparound balcony. 3side open apartment with ample sunlight. Vaastu perfect with east entry. Y m3m golf estate sector 65,,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management5 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",L68803564,Built Up area,3355.0,311.69,20.0,20.0,high,1,future_possession,0,0,0,0,,65.0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 48 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resort-belgravia-residences-sector-48-gurgaon-2880-sq-ft-spid-E68802270,Central Park Resort Belgravia Residences,625.0,3.0,5.0,3.0,Servant Room,South-East,"Situated in sector 48 gurgaon, central park resort belgravia residences is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2880 sq.Ft. Carpet area and comes with 3 bedroom(s), 5 bathrooms and more than 3 balconies. The flat has a total of 17 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property.","['6 Fan', '1 Exhaust Fan', '4 Geyser', '55 Light', '1 Chimney', '1 Modular Kitchen', '10 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",E68802270,Carpet area,2880.0,267.56,5.0,17.0,low,1,ready,0,0,1,0,,48.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 37C Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-37-c-gurgaon-750-sq-ft-spid-I68801870,Apex builders,42.0,2.0,2.0,2.0,,North,Have car parking available and connected to newly developed dwaka expressway,,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",I68801870,Carpet area,750.0,69.68,4.0,12.0,mid,0,ready,0,1,0,0,,37.0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 3 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-3-gurgaon-1056-sq-ft-r1-spid-M66302926,Godrej Habitat,135.0,2.0,2.0,,,North-East,"Self owning property , shifting out of country , resale , no agency . Godrej habitat godrej habitat, sector-3, gurgaon","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5']",M66302926,Built Up area,1056.0,98.11,4.0,4.0,high,0,future_possession,0,0,0,0,,3.0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in New Palam Vihar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ompee-k-s-residency-new-palam-vihar-gurgaon-594-sq-ft-spid-Q68796936,Ompee K S Residency,160.0,2.0,2.0,2.0,,,"We are the proud owners of this 2 bhk apartment available in ompee k s residency, new palam vihar, gurgaon. This unfurnished apartment it is a and the unit is located on 1st floor and has a carpet area of 66 sq.Yards. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",Q68796936,Carpet area,66.0,55.18,1.0,4.0,low,0,ready,0,1,0,0,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 43 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bhawna-cghs-sector-43-gurgaon-3200-sq-ft-spid-Q68795508,Bhawna CGHS,325.0,4.0,4.0,3.0,Pooja Room,,"4 bhk + pooja room- Huge spacious rooms and hall, open kitchen, panaromic balcony with a magnificent view of the golf course road.Walking distance from one horizon center, two horizon center, baani square, galleria, vyapar kendra, ecoforest trailIn the vicinity, walking distance from the best schools in gurgaon- Heritage xperiential school, ambience public school, excelsior american schoolLocation wise you cannot find a better deal in all of gurgaon!It is a huge property, centrally located.","['7 Fan', '11 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",Q68795508,Super Built up area ,3200.0,297.29,12.0,12.0,high,0,ready,0,0,1,0,,43.0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
2 BHK Flat in Sector 88A Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-adani-aangan-arcade-sector-88-a-gurgaon-625-sq-ft-spid-S68791370,Adani Aangan Arcade,45.0,2.0,2.0,1.0,,,"This is 2bhk flat at 8th floor of tower a-4. 
5min drive from dwarka expressway. 15 min drive from nh8","['1 Modular Kitchen', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,S68791370,Carpet area,625.0,58.11,8.0,12.0,high,0,ready,1,0,0,0,,88.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-92-gurgaon-1300-sq-ft-spid-Y68788154,Sare Green Parc,85.0,3.0,2.0,2.0,,,Best in class property available at sector 92 location in gurgaon,,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",Y68788154,Built Up area,1300.0,120.77,20.0,20.0,high,1,future_possession,0,0,0,0,,92.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 90 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-flora-sector-90-gurgaon-1300-sq-ft-spid-M68785780,Shree Vardhman Flora3.8 ★,75.0,2.0,2.0,3.0,,North-East,Best in class property available at sector 90 location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",M68785780,Carpet area,1300.0,120.77,8.0,8.0,high,0,future_possession,0,0,0,0,,90.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 68 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-hues-sector-68-gurgaon-1180-sq-ft-r3-spid-G39938621,Supertech Hues,82.0,2.0,2.0,3.0,Others,,"Residential apartment for sell.The property comes with a good construction quality which ages,apr, 2019,,  located in sector-68 gurgaon.It is a unfurnished property.The property has 2 bedrooms, with 2 bathrooms .Available at an expected price of 82 lac.Located on 21st  of the 24 floors .It is a freehold property.  It is positioned in a gated society.",,"['Environment4 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5']",G39938621,Super Built up area ,1180.0,109.63,21.0,24.0,high,1,under_construction,0,0,0,0,,68.0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
3 BHK Flat in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-paradiso-sector-109-gurgaon-2030-sq-ft-spid-Y68783892,Chintels Paradiso3.9 ★,180.0,3.0,3.0,2.0,Servant Room,East,"Greenery both sides of balconies 
One side children play area 
Other side trapezium shape green area
One can easily njoy refreshing air
East facing to have good sunshine on front side
Free parking and basketball facing the house
Excellent for sr citizen with grand children",,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",Y68783892,Super Built up area ,2030.0,188.59,,11.0,unknown,0,ready,0,0,1,0,,109.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-breez-global-hill-view-sohna-gurgaon-655-sq-ft-spid-I68780016,Breez Global Hill View,29.99,2.0,2.0,2.0,,North-East,"Low density project already 300 family residing in the society both side open with aravalli hill view , 24 * 7 security , gated society , shopping complex inside the society with community center , crutch, school ,hospital, petrol pump, near by the society road head society on national highway delhi mumbai expressway ,","['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",I68780016,Super Built up area ,655.0,60.85,6.0,19.0,low,1,ready,1,0,0,0,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0
2 BHK Flat in Sector 37C Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37-c-gurgaon-1365-sq-ft-spid-H68779518,ILD Greens4.1 ★,78.0,2.0,2.0,3.0,,North,"Rooms are well ventilated and airy, good open space, good sunlight
Located in first floor and on main sector rode.","['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",H68779518,Super Built up area ,1365.0,126.81,1.0,19.0,low,1,ready,0,0,1,0,,37.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0
3 BHK Flat in Sector 43 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-sushant-lok-ci-sector-43-gurgaon-1320-sq-ft-spid-V68773394,Ansal Sushant Lok CI,200.0,3.0,3.0,2.0,Servant Room,North,"Its huge inside,the bebrooms are quote spacious with attach bathrooms and we have renovated frm inside very well.Its near to market","['3 Bed', '5 Wardrobe', '6 Fan', '1 Sofa', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '2 TV', '1 Curtains', 'No AC', 'No Chimney', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",V68773394,Carpet area,1320.0,122.63,1.0,3.0,mid,0,ready,0,0,0,1,,43.0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-mulberry-sohna-gurgaon-1210-sq-ft-spid-K68771888,Ashiana Mulberry,74.0,2.0,2.0,3.0,,North-West,Available with fully furnished kitchen and master bedroom wooden flooring,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",K68771888,Carpet area,1210.0,112.41,12.0,17.0,high,1,ready,1,0,0,0,,,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 106 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-L68771822,Godrej Meridien,320.0,3.0,3.0,3.0,Servant Room,,"It's a clubhouse facing inventory and directly from the owner, agent please excuse and the price is 16000 persqft , and the price is non negotiable",[],,L68771822,Carpet area,2002.0,185.99,6.0,24.0,low,1,future_possession,0,0,0,0,2025-09-01,106.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 82 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1960-sq-ft-r1-spid-E62464936,Mapsko Casa Bella3.8 ★,130.0,4.0,4.0,3.0,Servant Room,North,"Spacious, completely filled society, on main road, opposite to shopping mall",,"['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",E62464936,Super Built up area ,1960.0,182.09,1.0,25.0,low,1,ready,0,1,0,0,,82.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
2 BHK Flat in Ashok Vihar Phase 3 Extension,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pooja-apartment-ashok-vihar-phase-3-extension-gurgaon-700-sq-ft-r2-spid-K59141252,Pooja Apartment,25.0,2.0,2.0,2.0,,East,2nd floor with car parking at ground level. Instalments available.,"['2 Fan', '2 Geyser', '6 Light', '1 Chimney', '2 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",K59141252,Carpet area,700.0,65.03,2.0,4.0,mid,0,ready,0,1,0,0,,,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sohna,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1211-sq-ft-spid-J68768928,Signature Global Park4.0 ★,95.0,3.0,2.0,3.0,,,"Low rise building, all amenities are available in this society like club, grocery shops ,many parks for multi purposes etc",[],"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",J68768928,Built Up area,1210.0,112.48,1.0,4.0,low,0,ready,0,1,0,0,,,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 90 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-spid-P68756334,DLF New Town Heights 13.9 ★,199.0,4.0,4.0,3.0,"Pooja Room,Servant Room",East,"4 bhk flat is located in dlf new town heights 1, which houses some of the most spacious flats in sector 90 gurgaon, with 2 covered car parking. Good interiors and view of greenery. Constructed on a area of 2727 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies + servant room with attached bathroom. The residential building has 29 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like swimming pool, club, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.","['8 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",P68756334,Carpet area,2727.0,253.35,9.0,29.0,low,1,ready,0,1,0,0,,90.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
2 BHK Flat in Sector 106 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1385-sq-ft-spid-V68755796,Paras Dews,105.0,2.0,2.0,2.0,,West,"It's on main dwarka expressway. Very close to delhi border. Daily need shops operational within the society . Mall, school and medical facilities within 5-10 mins walking distance.","['3 Fan', '2 Geyser', '7 Light', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,V68755796,Carpet area,1385.0,128.67,5.0,8.0,mid,0,ready,1,0,0,0,,106.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
